spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:01 UTC 2020,Tue Apr 21 15:45:09 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:09 UTC 2020,Tue Apr 21 15:45:16 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:16 UTC 2020,Tue Apr 21 15:45:24 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:24 UTC 2020,Tue Apr 21 15:45:32 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:32 UTC 2020,Tue Apr 21 15:45:39 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:39 UTC 2020,Tue Apr 21 15:45:47 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:47 UTC 2020,Tue Apr 21 15:45:55 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:45:55 UTC 2020,Tue Apr 21 15:46:03 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:46:03 UTC 2020,Tue Apr 21 15:46:10 UTC 2020
spring-boot,https://github.com/spring-projects/spring-boot.git, 68571ee535d302101c38cc2c57f166b6d62afa5d,./spring-boot-cli/, TestCommandIntegrationTests,noTests,test fail, Tue Apr 21 15:46:10 UTC 2020,Tue Apr 21 15:46:18 UTC 2020
